Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 32,Average Joes vs Edelweiss Esports,Average Joes,Edelweiss Esports,1,2,Edelweiss Esports won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,BK ROG Esports vs Team Sampi,BK ROG Esports,Team Sampi,2,1,BK ROG Esports won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,Wave Esports vs Edelweiss Esports,Wave Esports,Edelweiss Esports,2,0,Wave Esports won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,Giants Gaming vs Rix.GG Thunder,Giants Gaming,Rix.GG Thunder,0,2,Rix.GG Thunder won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,M4LIK vs BIG,M4LIK,BIG,0,2,BIG won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,Alliance vs 19esports,Alliance,19esports,2,0,Alliance won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,Can't Be Touched vs Finest,Can't Be Touched,Finest,0,2,Finest won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,G2 Esports vs Cream Real Betis,G2 Esports,Cream Real Betis,2,0,G2 Esports won
Champions Tour Europe Stage 3: Challengers 1,Open Qualifier,Round of 16,IVY vs TENSTAR,IVY,TENSTAR,0,2,TENSTAR won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Team Vitality vs G2 Esports,Team Vitality,G2 Esports,1,2,G2 Esports won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Acend vs BIG,Acend,BIG,2,0,Acend won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Team Liquid vs Finest,Team Liquid,Finest,2,0,Team Liquid won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,FunPlus Phoenix vs Wave Esports,FunPlus Phoenix,Wave Esports,2,0,FunPlus Phoenix won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Team BDS vs Rix.GG Thunder,Team BDS,Rix.GG Thunder,2,0,Team BDS won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,FNATIC vs TENSTAR,FNATIC,TENSTAR,2,0,FNATIC won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Ninjas in Pyjamas vs Alliance,Ninjas in Pyjamas,Alliance,1,2,Alliance won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Round of 16,Guild Esports vs BK ROG Esports,Guild Esports,BK ROG Esports,2,0,Guild Esports won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Guild Esports vs FunPlus Phoenix,Guild Esports,FunPlus Phoenix,2,1,Guild Esports won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Team BDS vs Acend,Team BDS,Acend,0,2,Acend won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,Alliance vs Team Liquid,Alliance,Team Liquid,1,2,Team Liquid won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Upper Quarterfinals,G2 Esports vs FNATIC,G2 Esports,FNATIC,2,0,G2 Esports won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,BK ROG Esports vs Wave Esports,BK ROG Esports,Wave Esports,0,2,Wave Esports won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Rix.GG Thunder vs BIG,Rix.GG Thunder,BIG,2,0,Rix.GG Thunder won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Ninjas in Pyjamas vs Finest,Ninjas in Pyjamas,Finest,0,2,Finest won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 1,Team Vitality vs TENSTAR,Team Vitality,TENSTAR,2,1,Team Vitality won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,FNATIC vs Wave Esports,FNATIC,Wave Esports,2,1,FNATIC won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Alliance vs Rix.GG Thunder,Alliance,Rix.GG Thunder,1,2,Rix.GG Thunder won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,FunPlus Phoenix vs Team Vitality,FunPlus Phoenix,Team Vitality,2,0,FunPlus Phoenix won
Champions Tour Europe Stage 3: Challengers 1,Closed Qualifier,Lower Round 2,Team BDS vs Finest,Team BDS,Finest,2,0,Team BDS won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Team Liquid vs FNATIC,Team Liquid,FNATIC,1,2,FNATIC won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Guild Esports vs Team BDS,Guild Esports,Team BDS,2,1,Guild Esports won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Upper Quarterfinals,G2 Esports vs FunPlus Phoenix,G2 Esports,FunPlus Phoenix,0,2,FunPlus Phoenix won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Acend vs Rix.GG Thunder,Acend,Rix.GG Thunder,2,0,Acend won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Lower Round 1,Team Liquid vs Team BDS,Team Liquid,Team BDS,2,0,Team Liquid won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Lower Round 1,G2 Esports vs Rix.GG Thunder,G2 Esports,Rix.GG Thunder,2,0,G2 Esports won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Upper Semifinals,FNATIC vs Guild Esports,FNATIC,Guild Esports,1,2,Guild Esports won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Upper Semifinals,FunPlus Phoenix vs Acend,FunPlus Phoenix,Acend,1,2,Acend won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Lower Round 2,FunPlus Phoenix vs Team Liquid,FunPlus Phoenix,Team Liquid,2,0,FunPlus Phoenix won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Lower Round 2,FNATIC vs G2 Esports,FNATIC,G2 Esports,0,2,G2 Esports won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Upper Final,Guild Esports vs Acend,Guild Esports,Acend,0,2,Acend won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Lower Round 3,FunPlus Phoenix vs G2 Esports,FunPlus Phoenix,G2 Esports,1,2,G2 Esports won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Lower Final,Guild Esports vs G2 Esports,Guild Esports,G2 Esports,2,3,G2 Esports won
Champions Tour Europe Stage 3: Challengers 1,Main Event,Grand Final,Acend vs G2 Esports,Acend,G2 Esports,3,1,Acend won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Noir vs Scaroo's,Noir,Scaroo's,0,2,Scaroo's won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Fisher's Esports vs HIGAN,Fisher's Esports,HIGAN,2,0,Fisher's Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Somnium Esports vs HowL Esport,Somnium Esports,HowL Esport,2,0,Somnium Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Force Evolution vs Firecrest,Force Evolution,Firecrest,1,0,Force Evolution won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Orbit vs AING MAUNG Esports,Orbit,AING MAUNG Esports,2,1,Orbit won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Rex Regum Qeon vs Roisseur,Rex Regum Qeon,Roisseur,2,0,Rex Regum Qeon won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Yang Terxakiti vs VictoriousID,Yang Terxakiti,VictoriousID,2,0,Yang Terxakiti won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Xterminate vs VOIN DRIP,Xterminate,VOIN DRIP,0,2,VOIN DRIP won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Proxymine vs Syntax,Proxymine,Syntax,0,2,Syntax won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Team NFA vs Cynical,Team NFA,Cynical,0,2,Cynical won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,GBH Esports vs KARA,GBH Esports,KARA,1,2,KARA won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,MPC vs Dewa United Esports,MPC,Dewa United Esports,0,2,Dewa United Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,ALTITUDE vs PWYH,ALTITUDE,PWYH,2,0,ALTITUDE won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Vendetta vs Nongkrong Kilat,Vendetta,Nongkrong Kilat,0,1,Nongkrong Kilat won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Recca Project vs Invicta,Recca Project,Invicta,1,0,Recca Project won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,S*ONE vs Team Phenix,S*ONE,Team Phenix,1,2,Team Phenix won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Young.ID vs Missing Piece,Young.ID,Missing Piece,1,0,Young.ID won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 64,Thieves of Hours vs T.A.S,Thieves of Hours,T.A.S,1,2,T.A.S won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Alter Ego vs Scaroo's,Alter Ego,Scaroo's,1,2,Scaroo's won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Fisher's Esports vs Somnium Esports,Fisher's Esports,Somnium Esports,0,2,Somnium Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,WAY Esports vs Force Evolution,WAY Esports,Force Evolution,2,0,WAY Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,BYE vs Orbit,BYE,Orbit,0,2,Orbit won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,XcN Gaming vs Rex Regum Qeon,XcN Gaming,Rex Regum Qeon,2,0,XcN Gaming won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Yang Terxakiti vs VOIN DRIP,Yang Terxakiti,VOIN DRIP,0,2,VOIN DRIP won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,ONIC G vs Hero Zero,ONIC G,Hero Zero,2,0,ONIC G won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Diffixone vs Syntax,Diffixone,Syntax,0,2,Syntax won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Bigetron Arctic vs Cynical,Bigetron Arctic,Cynical,2,0,Bigetron Arctic won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,KARA vs Dewa United Esports,KARA,Dewa United Esports,0,2,Dewa United Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,KINGSLAYERS vs ALTITUDE,KINGSLAYERS,ALTITUDE,2,0,KINGSLAYERS won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,The Mafias EAID vs Mencari Tempat Berlabuh,The Mafias EAID,Mencari Tempat Berlabuh,0,2,Mencari Tempat Berlabuh won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Morph Impact vs Nongkrong Kilat,Morph Impact,Nongkrong Kilat,2,0,Morph Impact won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Recca Project vs Team Phenix,Recca Project,Team Phenix,2,0,Recca Project won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,VVV vs Young.ID,VVV,Young.ID,2,0,VVV won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 32,Tokyo vs T.A.S,Tokyo,T.A.S,2,0,Tokyo won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,Scaroo's vs Somnium Esports,Scaroo's,Somnium Esports,0,2,Somnium Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,WAY Esports vs Orbit,WAY Esports,Orbit,2,0,WAY Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,XcN Gaming vs VOIN DRIP,XcN Gaming,VOIN DRIP,2,0,XcN Gaming won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,ONIC G vs Syntax,ONIC G,Syntax,2,0,ONIC G won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,Bigetron Arctic vs Dewa United Esports,Bigetron Arctic,Dewa United Esports,2,1,Bigetron Arctic won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,KINGSLAYERS vs Mencari Tempat Berlabuh,KINGSLAYERS,Mencari Tempat Berlabuh,0,2,Mencari Tempat Berlabuh won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,Morph Impact vs Recca Project,Morph Impact,Recca Project,2,1,Morph Impact won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Round of 16,VVV vs Tokyo,VVV,Tokyo,2,0,VVV won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Quarterfinals,Somnium Esports vs WAY Esports,Somnium Esports,WAY Esports,2,0,Somnium Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Quarterfinals,XcN Gaming vs ONIC G,XcN Gaming,ONIC G,2,1,XcN Gaming won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Quarterfinals,Bigetron Arctic vs Mencari Tempat Berlabuh,Bigetron Arctic,Mencari Tempat Berlabuh,2,0,Bigetron Arctic won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Quarterfinals,Morph Impact vs VVV,Morph Impact,VVV,2,0,Morph Impact won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Extra Round Semifinals,WAY Esports vs ONIC G,WAY Esports,ONIC G,0,2,ONIC G won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,Extra Round Semifinals,Mencari Tempat Berlabuh vs VVV,Mencari Tempat Berlabuh,VVV,2,0,Mencari Tempat Berlabuh won
Champions Tour Indonesia Stage 3: Challengers 1,Qualifier,7th Seed Match,WAY Esports vs VVV,WAY Esports,VVV,0,2,VVV won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Quarterfinals,BOOM Esports vs Somnium Esports,BOOM Esports,Somnium Esports,2,0,BOOM Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Quarterfinals,XcN Gaming vs ONIC G,XcN Gaming,ONIC G,0,2,ONIC G won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Quarterfinals,Bigetron Arctic vs Mencari Tempat Berlabuh,Bigetron Arctic,Mencari Tempat Berlabuh,2,0,Bigetron Arctic won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Quarterfinals,Morph Impact vs VVV,Morph Impact,VVV,2,1,Morph Impact won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Semifinals,BOOM Esports vs ONIC G,BOOM Esports,ONIC G,1,2,ONIC G won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Semifinals,Bigetron Arctic vs Morph Impact,Bigetron Arctic,Morph Impact,2,0,Bigetron Arctic won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Consolation Final,BOOM Esports vs Morph Impact,BOOM Esports,Morph Impact,2,0,BOOM Esports won
Champions Tour Indonesia Stage 3: Challengers 1,Main Event,Grand Final,ONIC G vs Bigetron Arctic,ONIC G,Bigetron Arctic,3,0,ONIC G won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 32,Innocent Cats Esports vs Steal Your Glory,Innocent Cats Esports,Steal Your Glory,0,2,Steal Your Glory won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 32,Damianos Esport vs Easy Esports,Damianos Esport,Easy Esports,0,2,Easy Esports won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 32,Trinity Five vs Sneaker Daily Meloner,Trinity Five,Sneaker Daily Meloner,2,1,Trinity Five won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 32,EGO Media vs AIMBOT,EGO Media,AIMBOT,2,0,EGO Media won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,Dominus Esports vs Steal Your Glory,Dominus Esports,Steal Your Glory,0,2,Steal Your Glory won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,Fancy United Esports vs MEOGANG,Fancy United Esports,MEOGANG,2,0,Fancy United Esports won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,V Gaming vs Easy Esports,V Gaming,Easy Esports,2,0,V Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,DivisionX Gaming vs Trinity Five,DivisionX Gaming,Trinity Five,2,0,DivisionX Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,EGO vs 2K Esports,EGO,2K Esports,2,0,EGO won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,TiAMAT vs EQ Flash,TiAMAT,EQ Flash,2,0,TiAMAT won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,AKATSUKI vs EGO Media,AKATSUKI,EGO Media,0,2,EGO Media won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Round of 16,Kantic Gaming vs ISellPower,Kantic Gaming,ISellPower,2,0,Kantic Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Quarterfinals,Steal Your Glory vs Fancy United Esports,Steal Your Glory,Fancy United Esports,2,0,Steal Your Glory won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Quarterfinals,V Gaming vs DivisionX Gaming,V Gaming,DivisionX Gaming,0,2,DivisionX Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Quarterfinals,EGO vs TiAMAT,EGO,TiAMAT,2,0,EGO won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Quarterfinals,EGO Media vs Kantic Gaming,EGO Media,Kantic Gaming,2,0,EGO Media won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Last Chance Qualifiers,Fancy United Esports vs V Gaming,Fancy United Esports,V Gaming,2,1,Fancy United Esports won
Champions Tour Vietnam Stage 3: Challengers 1,Qualifier,Last Chance Qualifiers,TiAMAT vs Kantic Gaming,TiAMAT,Kantic Gaming,0,2,Kantic Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Upper Quarterfinals,Steal Your Glory vs FEARUS,Steal Your Glory,FEARUS,2,0,Steal Your Glory won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Upper Quarterfinals,EGO Media vs Kantic Gaming,EGO Media,Kantic Gaming,2,1,EGO Media won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Upper Quarterfinals,CERBERUS Esports vs Fancy United Esports,CERBERUS Esports,Fancy United Esports,2,0,CERBERUS Esports won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Upper Quarterfinals,DivisionX Gaming vs EGO,DivisionX Gaming,EGO,2,0,DivisionX Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Lower Bracket Round 1,FEARUS vs Kantic Gaming,FEARUS,Kantic Gaming,2,0,FEARUS won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Lower Bracket Round 1,Fancy United Esports vs EGO,Fancy United Esports,EGO,1,2,EGO won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Upper Semifinals,Steal Your Glory vs EGO Media,Steal Your Glory,EGO Media,2,0,Steal Your Glory won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Upper Semifinals,CERBERUS Esports vs DivisionX Gaming,CERBERUS Esports,DivisionX Gaming,0,2,DivisionX Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Lower Bracket Round 2,EGO Media vs EGO,EGO Media,EGO,1,2,EGO won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Lower Bracket Round 2,CERBERUS Esports vs FEARUS,CERBERUS Esports,FEARUS,2,0,CERBERUS Esports won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Lower Bracket Round 3,CERBERUS Esports vs EGO,CERBERUS Esports,EGO,2,1,CERBERUS Esports won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Upper Finals,Steal Your Glory vs DivisionX Gaming,Steal Your Glory,DivisionX Gaming,2,0,Steal Your Glory won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Lower Bracket Final,DivisionX Gaming vs CERBERUS Esports,DivisionX Gaming,CERBERUS Esports,2,0,DivisionX Gaming won
Champions Tour Vietnam Stage 3: Challengers 1,Main Event,Grand Final,Steal Your Glory vs DivisionX Gaming,Steal Your Glory,DivisionX Gaming,3,0,Steal Your Glory won
Champions Tour Thailand Stage 3: Challengers 1,Qualifiers,Upper Bracket Round 1,Renatus Black vs Z11,Renatus Black,Z11,13,8,Renatus Black won
Champions Tour Thailand Stage 3: Challengers 1,Qualifiers,Upper Bracket Round 1,AboveCloud vs Intense Gaming,AboveCloud,Intense Gaming,13,10,AboveCloud won
Champions Tour Thailand Stage 3: Challengers 1,Qualifiers,Upper Bracket Round 1,Foxy Araikordai vs Exorcist.ESC,Foxy Araikordai,Exorcist.ESC,13,4,Foxy Araikordai won
Champions Tour Thailand Stage 3: Challengers 1,Qualifiers,Upper Bracket Round 1,FirstTime vs WHAAN WHAAN Esport,FirstTime,WHAAN WHAAN Esport,13,5,FirstTime won
Champions Tour Thailand Stage 3: Challengers 1,Qualifiers,Upper Bracket Round 1,BeFriend Teamwork vs HuaTua,BeFriend Teamwork,HuaTua,13,4,BeFriend Teamwork won
