Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,Alter Ego vs Griffin E-Sports,Alter Ego,Griffin E-Sports,2,0,Alter Ego won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 1,BOOM Esports vs XERXIA Esports,BOOM Esports,XERXIA Esports,1,2,XERXIA Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,ONIC G vs Alter Ego,ONIC G,Alter Ego,2,1,ONIC G won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 2,BLEED vs XERXIA Esports,BLEED,XERXIA Esports,1,2,XERXIA Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Final,Paper Rex vs Team Secret,Paper Rex,Team Secret,2,0,Paper Rex won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Round 3,ONIC G vs XERXIA Esports,ONIC G,XERXIA Esports,0,2,XERXIA Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Lower Final,Team Secret vs XERXIA Esports,Team Secret,XERXIA Esports,1,2,XERXIA Esports won
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Grand Final,Paper Rex vs XERXIA Esports,Paper Rex,XERXIA Esports,3,0,Paper Rex won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Upper Bracket Quarterfinals,NORTHEPTION vs Jadeite,NORTHEPTION,Jadeite,2,1,NORTHEPTION won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Upper Bracket Quarterfinals,Crazy Raccoon vs REJECT,Crazy Raccoon,REJECT,2,0,Crazy Raccoon won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Upper Bracket Quarterfinals,ZETA DIVISION vs BLUE BEES.ESP,ZETA DIVISION,BLUE BEES.ESP,2,0,ZETA DIVISION won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Upper Bracket Quarterfinals,Sengoku Gaming vs FAV gaming,Sengoku Gaming,FAV gaming,0,2,FAV gaming won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Lower Bracket Round 1,Jadeite vs REJECT,Jadeite,REJECT,1,2,REJECT won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Lower Bracket Round 1,BLUE BEES.ESP vs Sengoku Gaming,BLUE BEES.ESP,Sengoku Gaming,2,0,BLUE BEES.ESP won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Upper Bracket Semifinals,NORTHEPTION vs Crazy Raccoon,NORTHEPTION,Crazy Raccoon,2,1,NORTHEPTION won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Upper Bracket Semifinals,ZETA DIVISION vs FAV gaming,ZETA DIVISION,FAV gaming,2,0,ZETA DIVISION won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Lower Bracket Round 2,FAV gaming vs REJECT,FAV gaming,REJECT,0,2,REJECT won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Lower Bracket Round 2,Crazy Raccoon vs BLUE BEES.ESP,Crazy Raccoon,BLUE BEES.ESP,2,0,Crazy Raccoon won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Lower Bracket Round 3,REJECT vs Crazy Raccoon,REJECT,Crazy Raccoon,0,2,Crazy Raccoon won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Upper Bracket Final,NORTHEPTION vs ZETA DIVISION,NORTHEPTION,ZETA DIVISION,0,2,ZETA DIVISION won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Lower Bracket Final,NORTHEPTION vs Crazy Raccoon,NORTHEPTION,Crazy Raccoon,2,0,NORTHEPTION won
Champions Tour Japan Stage 2: Challengers Playoffs,Main Event,Grand Final,ZETA DIVISION vs NORTHEPTION,ZETA DIVISION,NORTHEPTION,1,3,NORTHEPTION won
Champions Tour Korea Stage 2: Challengers,Stage 1 Tiebreaker,Decider,Maru Gaming vs World Game Star,Maru Gaming,World Game Star,3,2,Maru Gaming won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group B,Team Rocket vs MEETWO,Team Rocket,MEETWO,2,0,Team Rocket won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group C,Early Access vs CNJ Esports,Early Access,CNJ Esports,1,2,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group C,Incarnations of Victory vs MCC,Incarnations of Victory,MCC,2,1,Incarnations of Victory won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group F,RAGE eSports vs World Game Star,RAGE eSports,World Game Star,0,2,World Game Star won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group I,F4Q vs HotSauCe,F4Q,HotSauCe,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group I,We Need Sponsor vs Red Eyes,We Need Sponsor,Red Eyes,0,2,Red Eyes won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group A,18again vs SPEAR GAMING,18again,SPEAR GAMING,0,2,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group A,Primary Gaming vs SGA,Primary Gaming,SGA,2,1,Primary Gaming won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group D,GRN Gaming vs Team Inv,GRN Gaming,Team Inv,2,0,GRN Gaming won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group D,Kaiser Thane vs EterNal,Kaiser Thane,EterNal,2,0,Kaiser Thane won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group E,Beyond Stratos Gaming vs Desperado,Beyond Stratos Gaming,Desperado,1,2,Desperado won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group E,Imaginary Savior vs Never Miss,Imaginary Savior,Never Miss,1,2,Never Miss won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group B,Team Rocket vs GyuBeueumJang,Team Rocket,GyuBeueumJang,1,2,GyuBeueumJang won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group F,RAGE eSports vs Team T5,RAGE eSports,Team T5,1,2,Team T5 won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group I,F4Q vs We Need Sponsor,F4Q,We Need Sponsor,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group I,HotSauCe vs Red Eyes,HotSauCe,Red Eyes,0,2,Red Eyes won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group A,Primary Gaming vs 18again,Primary Gaming,18again,2,0,Primary Gaming won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group A,SGA vs SPEAR GAMING,SGA,SPEAR GAMING,0,2,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group D,GRN Gaming vs Kaiser Thane,GRN Gaming,Kaiser Thane,0,2,Kaiser Thane won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group D,Team Inv vs EterNal,Team Inv,EterNal,2,0,Team Inv won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group E,Imaginary Savior vs Desperado,Imaginary Savior,Desperado,0,2,Desperado won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group E,Never Miss vs Beyond Stratos Gaming,Never Miss,Beyond Stratos Gaming,0,2,Beyond Stratos Gaming won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group C,CNJ Esports vs MCC,CNJ Esports,MCC,2,0,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group C,Early Access vs Incarnations of Victory,Early Access,Incarnations of Victory,2,0,Early Access won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group I,F4Q vs Red Eyes,F4Q,Red Eyes,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group I,HotSauCe vs We Need Sponsor,HotSauCe,We Need Sponsor,2,0,HotSauCe won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group D,GRN Gaming vs EterNal,GRN Gaming,EterNal,2,1,GRN Gaming won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group D,Team Inv vs Kaiser Thane,Team Inv,Kaiser Thane,1,2,Kaiser Thane won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group C,Early Access vs MCC,Early Access,MCC,2,0,Early Access won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group C,CNJ Esports vs Incarnations of Victory,CNJ Esports,Incarnations of Victory,2,0,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group A,Primary Gaming vs SPEAR GAMING,Primary Gaming,SPEAR GAMING,0,2,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group A,SGA vs 18again,SGA,18again,1,2,18again won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group E,Imaginary Savior vs Beyond Stratos Gaming,Imaginary Savior,Beyond Stratos Gaming,0,2,Beyond Stratos Gaming won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group E,Desperado vs Never Miss,Desperado,Never Miss,2,0,Desperado won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group F,World Game Star vs Team T5,World Game Star,Team T5,2,0,World Game Star won
Champions Tour Korea Stage 2: Challengers,Open Qualifier,Group B,MEETWO vs GyuBeueumJang,MEETWO,GyuBeueumJang,0,2,GyuBeueumJang won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (A),World Game Star vs Egnis.kr,World Game Star,Egnis.kr,2,0,World Game Star won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (A),HAYABUSA Gaming vs Beyond Stratos Gaming,HAYABUSA Gaming,Beyond Stratos Gaming,0,2,Beyond Stratos Gaming won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (B),CNJ Esports vs Red Eyes,CNJ Esports,Red Eyes,0,2,Red Eyes won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (B),Next eSports vs Early Access,Next eSports,Early Access,2,0,Next eSports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (C),Desperado vs Primary Gaming,Desperado,Primary Gaming,2,0,Desperado won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (C),SPEAR GAMING vs Team T5,SPEAR GAMING,Team T5,2,0,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (D),Lone Way E-SPORTS vs Tartarus,Lone Way E-SPORTS,Tartarus,0,2,Tartarus won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (D),Kaiser Thane vs Royal life,Kaiser Thane,Royal life,2,1,Kaiser Thane won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (E),F4Q vs Team Rocket,F4Q,Team Rocket,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (E),WNF Esports vs FIRST PIECE,WNF Esports,FIRST PIECE,2,0,WNF Esports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (F),King's Man vs GRN Gaming,King's Man,GRN Gaming,2,0,King's Man won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Opening (F),GyuBeueumJang vs AF,GyuBeueumJang,AF,1,2,AF won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (E),F4Q vs WNF Esports,F4Q,WNF Esports,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (A),World Game Star vs Beyond Stratos Gaming,World Game Star,Beyond Stratos Gaming,2,0,World Game Star won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (A),Egnis.kr vs HAYABUSA Gaming,Egnis.kr,HAYABUSA Gaming,0,2,HAYABUSA Gaming won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (B),Red Eyes vs Next eSports,Red Eyes,Next eSports,0,2,Next eSports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (B),CNJ Esports vs Early Access,CNJ Esports,Early Access,2,0,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (C),Desperado vs SPEAR GAMING,Desperado,SPEAR GAMING,2,0,Desperado won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (C),Primary Gaming vs Team T5,Primary Gaming,Team T5,0,2,Team T5 won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (D),Tartarus vs Kaiser Thane,Tartarus,Kaiser Thane,2,0,Tartarus won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (D),Lone Way E-SPORTS vs Royal life,Lone Way E-SPORTS,Royal life,2,0,Lone Way E-SPORTS won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (E),Team Rocket vs FIRST PIECE,Team Rocket,FIRST PIECE,2,0,Team Rocket won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Winner's (F),King's Man vs AF,King's Man,AF,2,0,King's Man won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Elimination (F),GRN Gaming vs GyuBeueumJang,GRN Gaming,GyuBeueumJang,2,0,GRN Gaming won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Decider (B),Red Eyes vs CNJ Esports,Red Eyes,CNJ Esports,0,2,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Decider (E),WNF Esports vs Team Rocket,WNF Esports,Team Rocket,0,2,Team Rocket won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Decider (A),Beyond Stratos Gaming vs HAYABUSA Gaming,Beyond Stratos Gaming,HAYABUSA Gaming,1,2,HAYABUSA Gaming won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Decider (C),SPEAR GAMING vs Team T5,SPEAR GAMING,Team T5,2,0,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Decider (D),Kaiser Thane vs Lone Way E-SPORTS,Kaiser Thane,Lone Way E-SPORTS,1,2,Lone Way E-SPORTS won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 24,Decider (F),AF vs GRN Gaming,AF,GRN Gaming,2,1,AF won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group A,Desperado vs Team Rocket,Desperado,Team Rocket,2,0,Desperado won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group B,F4Q vs SPEAR GAMING,F4Q,SPEAR GAMING,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group C,World Game Star vs Next eSports,World Game Star,Next eSports,2,0,World Game Star won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group D,King's Man vs Tartarus,King's Man,Tartarus,1,2,Tartarus won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group A,Team Rocket vs CNJ Esports,Team Rocket,CNJ Esports,0,2,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group B,SPEAR GAMING vs Lone Way E-SPORTS,SPEAR GAMING,Lone Way E-SPORTS,2,0,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group C,Next eSports vs AF,Next eSports,AF,2,0,Next eSports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group D,Tartarus vs HAYABUSA Gaming,Tartarus,HAYABUSA Gaming,2,1,Tartarus won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group A,Desperado vs CNJ Esports,Desperado,CNJ Esports,0,2,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group C,World Game Star vs AF,World Game Star,AF,2,0,World Game Star won
Champions Tour Korea Stage 2: Challengers,Closed Qualifier: Round of 12,Group B,F4Q vs Lone Way E-SPORTS,F4Q,Lone Way E-SPORTS,0,2,Lone Way E-SPORTS won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs Incheon On Sla2ers,Maru Gaming,Incheon On Sla2ers,0,2,Incheon On Sla2ers won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,DRX vs DAMWON Gaming,DRX,DAMWON Gaming,2,0,DRX won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,World Game Star vs CNJ Esports,World Game Star,CNJ Esports,2,1,World Game Star won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs Tartarus,SPEAR GAMING,Tartarus,2,1,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs DAMWON Gaming,Maru Gaming,DAMWON Gaming,1,2,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Incheon On Sla2ers vs DRX,Incheon On Sla2ers,DRX,0,2,DRX won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Tartarus vs CNJ Esports,Tartarus,CNJ Esports,2,1,Tartarus won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs World Game Star,SPEAR GAMING,World Game Star,2,1,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Incheon On Sla2ers vs SPEAR GAMING,Incheon On Sla2ers,SPEAR GAMING,2,0,Incheon On Sla2ers won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs DAMWON Gaming,CNJ Esports,DAMWON Gaming,0,2,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs DRX,World Game Star,DRX,0,2,DRX won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs Maru Gaming,Tartarus,Maru Gaming,0,2,Maru Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,SPEAR GAMING vs DAMWON Gaming,SPEAR GAMING,DAMWON Gaming,0,2,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs Incheon On Sla2ers,CNJ Esports,Incheon On Sla2ers,0,2,Incheon On Sla2ers won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs Maru Gaming,World Game Star,Maru Gaming,1,2,Maru Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs DRX,Tartarus,DRX,0,2,DRX won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,World Game Star vs Tartarus,World Game Star,Tartarus,2,0,World Game Star won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs Incheon On Sla2ers,DAMWON Gaming,Incheon On Sla2ers,1,2,Incheon On Sla2ers won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DRX vs Maru Gaming,DRX,Maru Gaming,2,0,DRX won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,CNJ Esports vs SPEAR GAMING,CNJ Esports,SPEAR GAMING,1,2,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,Incheon On Sla2ers vs Tartarus,Incheon On Sla2ers,Tartarus,2,0,Incheon On Sla2ers won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs World Game Star,DAMWON Gaming,World Game Star,2,1,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs CNJ Esports,DRX,CNJ Esports,2,0,DRX won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs SPEAR GAMING,Maru Gaming,SPEAR GAMING,2,1,Maru Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DAMWON Gaming vs Tartarus,DAMWON Gaming,Tartarus,2,0,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Incheon On Sla2ers vs World Game Star,Incheon On Sla2ers,World Game Star,1,2,World Game Star won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs SPEAR GAMING,DRX,SPEAR GAMING,2,0,DRX won
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs CNJ Esports,Maru Gaming,CNJ Esports,1,2,CNJ Esports won
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,World Game Star vs Maru Gaming,World Game Star,Maru Gaming,2,1,World Game Star won
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,DAMWON Gaming vs SPEAR GAMING,DAMWON Gaming,SPEAR GAMING,2,0,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,DRX vs World Game Star,DRX,World Game Star,2,0,DRX won
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,Incheon On Sla2ers vs DAMWON Gaming,Incheon On Sla2ers,DAMWON Gaming,1,2,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,Incheon On Sla2ers vs Maru Gaming,Incheon On Sla2ers,Maru Gaming,0,2,Maru Gaming won
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,World Game Star vs SPEAR GAMING,World Game Star,SPEAR GAMING,2,1,World Game Star won
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Final ,DRX vs DAMWON Gaming,DRX,DAMWON Gaming,2,0,DRX won
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 2 ,Maru Gaming vs World Game Star,Maru Gaming,World Game Star,2,0,Maru Gaming won
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,DAMWON Gaming,Maru Gaming,1,3,Maru Gaming won
Champions Tour Korea Stage 2: Challengers,Playoffs,Grand Final ,DRX vs Maru Gaming,DRX,Maru Gaming,3,0,DRX won
Champions Tour Latin America South Stage 2: Challengers,Open Qualifier,Opening,PAMPAS vs Pass Gaming,PAMPAS,Pass Gaming,2,0,PAMPAS won
Champions Tour Latin America South Stage 2: Challengers,Open Qualifier,Opening,SunXet Club vs TOROS,SunXet Club,TOROS,2,1,SunXet Club won
Champions Tour Latin America South Stage 2: Challengers,Open Qualifier,Elimination,Pass Gaming vs TOROS,Pass Gaming,TOROS,1,2,TOROS won
Champions Tour Latin America South Stage 2: Challengers,Open Qualifier,Winner's,PAMPAS vs SunXet Club,PAMPAS,SunXet Club,2,0,PAMPAS won
Champions Tour Latin America South Stage 2: Challengers,Open Qualifier,Decider,SunXet Club vs TOROS,SunXet Club,TOROS,2,0,SunXet Club won
Champions Tour Latin America South Stage 2: Challengers,Group Stage,Week 1,SunXet Club vs KRÜ Esports,SunXet Club,KRÜ Esports,0,2,KRÜ Esports won
Champions Tour Latin America South Stage 2: Challengers,Group Stage,Week 1,Optix vs 9z Team,Optix,9z Team,2,1,Optix won
Champions Tour Latin America South Stage 2: Challengers,Group Stage,Week 1,PAMPAS vs Leviatán,PAMPAS,Leviatán,0,2,Leviatán won
Champions Tour Latin America South Stage 2: Challengers,Group Stage,Week 1,SunXet Club vs Optix,SunXet Club,Optix,2,0,SunXet Club won
Champions Tour Latin America South Stage 2: Challengers,Group Stage,Week 2,SunXet Club vs 9z Team,SunXet Club,9z Team,1,2,9z Team won
